age,buttonA,buttonB,buttonC,buttonD,cond,date,gender,modInner,modOuter,noun,response,responseButton,suj,trial,nbMods,nounSing,pre,iso,sujRaw,batch,batchC
19.0,onethatpig,thatonepig,pigthatone,pigonethat,dem-num,2018-03-20 13:07,F,one,that,pig,onethatpig,0.0,THA0001,0.0,2,pig,,0.0,0001,March,0.5
19.0,thosesixshoe,shoethosesix,shoesixthose,sixthoseshoe,dem-num,2018-03-20 13:07,F,six,those,shoe,thosesixshoe,0.0,THA0001,1.0,2,shoe,,1.0,0001,March,0.5
19.0,shirtthose,thoseshirt,,,dem-num,2018-03-20 13:07,F,,those,shirt,thoseshirt,1.0,THA0001,2.0,1,shirt,1.0,,0001,March,0.5
19.0,cowonethis,onethiscow,cowthisone,thisonecow,dem-num,2018-03-20 13:07,F,one,this,cow,thisonecow,3.0,THA0001,3.0,2,cow,,1.0,0001,March,0.5
19.0,onepineapple,pineappleone,,,dem-num,2018-03-20 13:07,F,,one,pineapple,onepineapple,0.0,THA0001,4.0,1,pineapple,1.0,,0001,March,0.5
19.0,thatpear,pearthat,,,dem-num,2018-03-20 13:07,F,,that,pear,thatpear,0.0,THA0001,5.0,1,pear,1.0,,0001,March,0.5
19.0,chairthis,thischair,,,dem-num,2018-03-20 13:07,F,,this,chair,thischair,1.0,THA0001,6.0,1,chair,1.0,,0001,March,0.5
19.0,handbagthesefive,fivethesehandbag,handbagfivethese,thesefivehandbag,dem-num,2018-03-20 13:07,F,five,these,handbag,thesefivehandbag,3.0,THA0001,7.0,2,handbag,,1.0,0001,March,0.5
19.0,tenpillow,pillowten,,,dem-num,2018-03-20 13:07,F,,ten,pillow,tenpillow,0.0,THA0001,8.0,1,pillow,1.0,,0001,March,0.5
19.0,shovelthose,thoseshovel,,,dem-num,2018-03-20 13:07,F,,those,shovel,thoseshovel,1.0,THA0001,9.0,1,shovel,1.0,,0001,March,0.5
19.0,leaffivethese,leafthesefive,fivetheseleaf,thesefiveleaf,dem-num,2018-03-20 13:07,F,five,these,leaf,thesefiveleaf,3.0,THA0001,10.0,2,leaf,,1.0,0001,March,0.5
19.0,shoethesefive,shoefivethese,thesefiveshoe,fivetheseshoe,dem-num,2018-03-20 13:07,F,five,these,shoe,thesefiveshoe,2.0,THA0001,11.0,2,shoe,,1.0,0001,March,0.5
19.0,chairthreethose,threethosechair,chairthosethree,thosethreechair,dem-num,2018-03-20 13:07,F,three,those,chair,thosethreechair,3.0,THA0001,12.0,2,chair,,1.0,0001,March,0.5
19.0,spatulaonethat,onethatspatula,spatulathatone,thatonespatula,dem-num,2018-03-20 13:07,F,one,that,spatula,thatonespatula,3.0,THA0001,13.0,2,spatula,,1.0,0001,March,0.5
19.0,dartthatone,thatonedart,dartonethat,onethatdart,dem-num,2018-03-20 13:07,F,one,that,dart,thatonedart,1.0,THA0001,14.0,2,dart,,1.0,0001,March,0.5
19.0,thatonescarf,onethatscarf,scarfthatone,scarfonethat,dem-num,2018-03-20 13:07,F,one,that,scarf,thatonescarf,0.0,THA0001,15.0,2,scarf,,1.0,0001,March,0.5
19.0,thesenineshirt,shirtninethese,ninetheseshirt,shirtthesenine,dem-num,2018-03-20 13:07,F,nine,these,shirt,thesenineshirt,0.0,THA0001,16.0,2,shirt,,1.0,0001,March,0.5
19.0,thosefivepillow,pillowthosefive,fivethosepillow,pillowfivethose,dem-num,2018-03-20 13:07,F,five,those,pillow,thosefivepillow,0.0,THA0001,17.0,2,pillow,,1.0,0001,March,0.5
19.0,shoeninethose,shoethosenine,ninethoseshoe,thosenineshoe,dem-num,2018-03-20 13:07,F,nine,those,shoe,thosenineshoe,3.0,THA0001,18.0,2,shoe,,1.0,0001,March,0.5
19.0,hatsix,sixhat,,,dem-num,2018-03-20 13:07,F,,six,hat,sixhat,1.0,THA0001,19.0,1,hat,1.0,,0001,March,0.5
19.0,horsethosesix,horsesixthose,sixthosehorse,thosesixhorse,dem-num,2018-03-20 13:07,F,six,those,horse,thosesixhorse,3.0,THA0001,20.0,2,horse,,1.0,0001,March,0.5
19.0,thesethreedart,dartthesethree,threethesedart,dartthreethese,dem-num,2018-03-20 13:07,F,three,these,dart,thesethreedart,0.0,THA0001,21.0,2,dart,,1.0,0001,March,0.5
19.0,hatsixthese,hatthesesix,thesesixhat,sixthesehat,dem-num,2018-03-20 13:07,F,six,these,hat,thesesixhat,2.0,THA0001,22.0,2,hat,,1.0,0001,March,0.5
19.0,thoseeighthorse,horseeightthose,horsethoseeight,eightthosehorse,dem-num,2018-03-20 13:07,F,eight,those,horse,thoseeighthorse,0.0,THA0001,23.0,2,horse,,1.0,0001,March,0.5
19.0,scarfthese,thesescarf,,,dem-num,2018-03-20 13:07,F,,these,scarf,thesescarf,1.0,THA0001,24.0,1,scarf,1.0,,0001,March,0.5
19.0,pineapplethosethree,pineapplethreethose,thosethreepineapple,threethosepineapple,dem-num,2018-03-20 13:07,F,three,those,pineapple,thosethreepineapple,2.0,THA0001,25.0,2,pineapple,,1.0,0001,March,0.5
19.0,thoseeightshovel,shoveleightthose,eightthoseshovel,shovelthoseeight,dem-num,2018-03-20 13:07,F,eight,those,shovel,thoseeightshovel,0.0,THA0001,26.0,2,shovel,,1.0,0001,March,0.5
19.0,spatulaseventhese,seventhesespatula,spatulatheseseven,thesesevenspatula,dem-num,2018-03-20 13:07,F,seven,these,spatula,thesesevenspatula,3.0,THA0001,27.0,2,spatula,,1.0,0001,March,0.5
19.0,bowlfourthose,thosefourbowl,bowlthosefour,fourthosebowl,dem-num,2018-03-20 13:07,F,four,those,bowl,thosefourbowl,1.0,THA0001,28.0,2,bowl,,1.0,0001,March,0.5
19.0,fourleaf,leaffour,,,dem-num,2018-03-20 13:07,F,,four,leaf,fourleaf,0.0,THA0001,29.0,1,leaf,1.0,,0001,March,0.5
19.0,thesepear,pearthese,,,dem-num,2018-03-20 13:07,F,,these,pear,thesepear,0.0,THA0001,30.0,1,pear,1.0,,0001,March,0.5
19.0,thatpineapple,pineapplethat,,,dem-num,2018-03-20 13:07,F,,that,pineapple,thatpineapple,0.0,THA0001,31.0,1,pineapple,1.0,,0001,March,0.5
19.0,sixtheseshirt,shirtsixthese,shirtthesesix,thesesixshirt,dem-num,2018-03-20 13:07,F,six,these,shirt,thesesixshirt,3.0,THA0001,32.0,2,shirt,,1.0,0001,March,0.5
19.0,thesethreeshoe,shoethesethree,threetheseshoe,shoethreethese,dem-num,2018-03-20 13:07,F,three,these,shoe,thesethreeshoe,0.0,THA0001,33.0,2,shoe,,1.0,0001,March,0.5
19.0,duckthree,threeduck,,,dem-num,2018-03-20 13:07,F,,three,duck,threeduck,1.0,THA0001,34.0,1,duck,1.0,,0001,March,0.5
19.0,trayonethis,traythisone,onethistray,thisonetray,dem-num,2018-03-20 13:07,F,one,this,tray,thisonetray,3.0,THA0001,35.0,2,tray,,1.0,0001,March,0.5
19.0,fiveshoe,shoefive,,,dem-num,2018-03-20 13:07,F,,five,shoe,fiveshoe,0.0,THA0001,36.0,1,shoe,1.0,,0001,March,0.5
19.0,thesesixhorse,sixthesehorse,horsethesesix,horsesixthese,dem-num,2018-03-20 13:07,F,six,these,horse,thesesixhorse,0.0,THA0001,37.0,2,horse,,1.0,0001,March,0.5
19.0,suitcasethose,thosesuitcase,,,dem-num,2018-03-20 13:07,F,,those,suitcase,thosesuitcase,1.0,THA0001,38.0,1,suitcase,1.0,,0001,March,0.5
19.0,fourthoseshoe,shoethosefour,thosefourshoe,shoefourthose,dem-num,2018-03-20 13:07,F,four,those,shoe,thosefourshoe,2.0,THA0001,39.0,2,shoe,,1.0,0001,March,0.5
19.0,couchtwothese,thesetwocouch,twothesecouch,couchthesetwo,dem-num,2018-03-20 13:07,F,two,these,couch,thesetwocouch,1.0,THA0001,40.0,2,couch,,1.0,0001,March,0.5
19.0,thishorse,horsethis,,,dem-num,2018-03-20 13:07,F,,this,horse,thishorse,0.0,THA0001,41.0,1,horse,1.0,,0001,March,0.5
19.0,cowthosetwo,twothosecow,cowtwothose,thosetwocow,dem-num,2018-03-20 13:07,F,two,those,cow,thosetwocow,3.0,THA0001,42.0,2,cow,,1.0,0001,March,0.5
19.0,sixthoselamp,lampsixthose,thosesixlamp,lampthosesix,dem-num,2018-03-20 13:07,F,six,those,lamp,thosesixlamp,2.0,THA0001,43.0,2,lamp,,1.0,0001,March,0.5
19.0,fivethosedart,dartthosefive,thosefivedart,dartfivethose,dem-num,2018-03-20 13:07,F,five,those,dart,thosefivedart,2.0,THA0001,44.0,2,dart,,1.0,0001,March,0.5
19.0,ninedart,dartnine,,,dem-num,2018-03-20 13:07,F,,nine,dart,ninedart,0.0,THA0001,45.0,1,dart,1.0,,0001,March,0.5
19.0,thislamp,lampthis,,,dem-num,2018-03-20 13:07,F,,this,lamp,thislamp,0.0,THA0001,46.0,1,lamp,1.0,,0001,March,0.5
19.0,hateight,eighthat,,,dem-num,2018-03-20 13:07,F,,eight,hat,eighthat,1.0,THA0001,47.0,1,hat,1.0,,0001,March,0.5
19.0,sevenhat,hatseven,,,dem-num,2018-03-20 13:07,F,,seven,hat,sevenhat,0.0,THA0001,48.0,1,hat,1.0,,0001,March,0.5
19.0,twoshoe,shoetwo,,,dem-num,2018-03-20 13:07,F,,two,shoe,twoshoe,0.0,THA0001,49.0,1,shoe,1.0,,0001,March,0.5
22.0,duckpurple,purpleduck,,,num-adj,2018-03-20 13:07,F,,purple,duck,purpleduck,1.0,THA0002,0.0,1,duck,1.0,,0002,March,0.5
22.0,twoorangebowl,orangetwobowl,bowltwoorange,bowlorangetwo,num-adj,2018-03-20 13:07,F,orange,two,bowl,twoorangebowl,0.0,THA0002,1.0,2,bowl,,1.0,0002,March,0.5
22.0,suitcasebluenine,suitcasenineblue,ninebluesuitcase,blueninesuitcase,num-adj,2018-03-20 13:07,F,blue,nine,suitcase,ninebluesuitcase,2.0,THA0002,2.0,2,suitcase,,1.0,0002,March,0.5
22.0,twoorangespatula,orangetwospatula,spatulatwoorange,spatulaorangetwo,num-adj,2018-03-20 13:07,F,orange,two,spatula,twoorangespatula,0.0,THA0002,3.0,2,spatula,,1.0,0002,March,0.5
22.0,brokentwopitcher,pitchertwobroken,twobrokenpitcher,pitcherbrokentwo,num-adj,2018-03-20 13:07,F,broken,two,pitcher,twobrokenpitcher,2.0,THA0002,4.0,2,pitcher,,1.0,0002,March,0.5
22.0,carbluesix,carsixblue,bluesixcar,sixbluecar,num-adj,2018-03-20 13:07,F,blue,six,car,sixbluecar,3.0,THA0002,5.0,2,car,,1.0,0002,March,0.5
22.0,couchone,onecouch,,,num-adj,2018-03-20 13:07,F,,one,couch,onecouch,1.0,THA0002,6.0,1,couch,1.0,,0002,March,0.5
22.0,spatulagreenfive,fivegreenspatula,greenfivespatula,spatulafivegreen,num-adj,2018-03-20 13:07,F,green,five,spatula,fivegreenspatula,1.0,THA0002,7.0,2,spatula,,1.0,0002,March,0.5
22.0,stonesuitcase,suitcasestone,,,num-adj,2018-03-20 13:07,F,,stone,suitcase,stonesuitcase,0.0,THA0002,8.0,1,suitcase,1.0,,0002,March,0.5
22.0,fourpurplecar,carpurplefour,carfourpurple,purplefourcar,num-adj,2018-03-20 13:07,F,purple,four,car,fourpurplecar,0.0,THA0002,9.0,2,car,,1.0,0002,March,0.5
22.0,shovelthree,threeshovel,,,num-adj,2018-03-20 13:07,F,,three,shovel,threeshovel,1.0,THA0002,10.0,1,shovel,1.0,,0002,March,0.5
22.0,couchseven,sevencouch,,,num-adj,2018-03-20 13:07,F,,seven,couch,sevencouch,1.0,THA0002,11.0,1,couch,1.0,,0002,March,0.5
22.0,sixblueshovel,shovelsixblue,bluesixshovel,shovelbluesix,num-adj,2018-03-20 13:07,F,blue,six,shovel,sixblueshovel,0.0,THA0002,12.0,2,shovel,,1.0,0002,March,0.5
22.0,bananablue,bluebanana,,,num-adj,2018-03-20 13:07,F,,blue,banana,bluebanana,1.0,THA0002,13.0,1,banana,1.0,,0002,March,0.5
22.0,twobluespatula,spatulabluetwo,bluetwospatula,spatulatwoblue,num-adj,2018-03-20 13:07,F,blue,two,spatula,twobluespatula,0.0,THA0002,14.0,2,spatula,,1.0,0002,March,0.5
22.0,fivebrokenbowl,bowlbrokenfive,bowlfivebroken,brokenfivebowl,num-adj,2018-03-20 13:07,F,broken,five,bowl,fivebrokenbowl,0.0,THA0002,15.0,2,bowl,,1.0,0002,March,0.5
22.0,boxpurplesix,purplesixbox,sixpurplebox,boxsixpurple,num-adj,2018-03-20 13:07,F,purple,six,box,sixpurplebox,2.0,THA0002,16.0,2,box,,1.0,0002,March,0.5
22.0,bluefivepitcher,fivebluepitcher,pitcherfiveblue,pitcherbluefive,num-adj,2018-03-20 13:07,F,blue,five,pitcher,fivebluepitcher,1.0,THA0002,17.0,2,pitcher,,1.0,0002,March,0.5
22.0,pigsixgreen,greensixpig,piggreensix,sixgreenpig,num-adj,2018-03-20 13:07,F,green,six,pig,sixgreenpig,3.0,THA0002,18.0,2,pig,,1.0,0002,March,0.5
22.0,brokenkey,keybroken,,,num-adj,2018-03-20 13:07,F,,broken,key,brokenkey,0.0,THA0002,19.0,1,key,1.0,,0002,March,0.5
22.0,greenthreeduck,duckgreenthree,threegreenduck,duckthreegreen,num-adj,2018-03-20 13:07,F,green,three,duck,threegreenduck,2.0,THA0002,20.0,2,duck,,1.0,0002,March,0.5
22.0,purplesixcar,carpurplesix,carsixpurple,sixpurplecar,num-adj,2018-03-20 13:07,F,purple,six,car,sixpurplecar,3.0,THA0002,21.0,2,car,,1.0,0002,March,0.5
22.0,pineapplebrokenthree,threebrokenpineapple,pineapplethreebroken,brokenthreepineapple,num-adj,2018-03-20 13:07,F,broken,three,pineapple,threebrokenpineapple,1.0,THA0002,22.0,2,pineapple,,1.0,0002,March,0.5
22.0,handbaground,roundhandbag,,,num-adj,2018-03-20 13:07,F,,round,handbag,roundhandbag,1.0,THA0002,23.0,1,handbag,1.0,,0002,March,0.5
22.0,spatulasixstone,stonesixspatula,sixstonespatula,spatulastonesix,num-adj,2018-03-20 13:07,F,stone,six,spatula,sixstonespatula,2.0,THA0002,24.0,2,spatula,,1.0,0002,March,0.5
22.0,plasticshovel,shovelplastic,,,num-adj,2018-03-20 13:07,F,,plastic,shovel,plasticshovel,0.0,THA0002,25.0,1,shovel,1.0,,0002,March,0.5
22.0,coweight,eightcow,,,num-adj,2018-03-20 13:07,F,,eight,cow,eightcow,1.0,THA0002,26.0,1,cow,1.0,,0002,March,0.5
22.0,redbanana,bananared,,,num-adj,2018-03-20 13:07,F,,red,banana,redbanana,0.0,THA0002,27.0,1,banana,1.0,,0002,March,0.5
22.0,leafoneblue,blueoneleaf,oneblueleaf,leafblueone,num-adj,2018-03-20 13:07,F,blue,one,leaf,oneblueleaf,2.0,THA0002,28.0,2,leaf,,1.0,0002,March,0.5
22.0,shoebrokenfour,shoefourbroken,fourbrokenshoe,brokenfourshoe,num-adj,2018-03-20 13:07,F,broken,four,shoe,fourbrokenshoe,2.0,THA0002,29.0,2,shoe,,1.0,0002,March,0.5
22.0,ninepillow,pillownine,,,num-adj,2018-03-20 13:07,F,,nine,pillow,ninepillow,0.0,THA0002,30.0,1,pillow,1.0,,0002,March,0.5
22.0,pearwoodentwo,woodentwopear,twowoodenpear,peartwowooden,num-adj,2018-03-20 13:07,F,wooden,two,pear,twowoodenpear,2.0,THA0002,31.0,2,pear,,1.0,0002,March,0.5
22.0,fourcar,carfour,,,num-adj,2018-03-20 13:07,F,,four,car,fourcar,0.0,THA0002,32.0,1,car,1.0,,0002,March,0.5
22.0,bananathreebroken,threebrokenbanana,bananabrokenthree,brokenthreebanana,num-adj,2018-03-20 13:07,F,broken,three,banana,threebrokenbanana,1.0,THA0002,33.0,2,banana,,1.0,0002,March,0.5
22.0,trayeightplastic,eightplastictray,trayplasticeight,plasticeighttray,num-adj,2018-03-20 13:07,F,plastic,eight,tray,eightplastictray,1.0,THA0002,34.0,2,tray,,1.0,0002,March,0.5
22.0,tenhorse,horseten,,,num-adj,2018-03-20 13:07,F,,ten,horse,tenhorse,0.0,THA0002,35.0,1,horse,1.0,,0002,March,0.5
22.0,blueeightleaf,leafblueeight,eightblueleaf,leafeightblue,num-adj,2018-03-20 13:07,F,blue,eight,leaf,eightblueleaf,2.0,THA0002,36.0,2,leaf,,1.0,0002,March,0.5
22.0,greenthreescarf,scarfthreegreen,threegreenscarf,scarfgreenthree,num-adj,2018-03-20 13:07,F,green,three,scarf,threegreenscarf,2.0,THA0002,37.0,2,scarf,,1.0,0002,March,0.5
22.0,orangeshoe,shoeorange,,,num-adj,2018-03-20 13:07,F,,orange,shoe,orangeshoe,0.0,THA0002,38.0,1,shoe,1.0,,0002,March,0.5
22.0,eightroundpillow,roundeightpillow,pilloweightround,pillowroundeight,num-adj,2018-03-20 13:07,F,round,eight,pillow,eightroundpillow,0.0,THA0002,39.0,2,pillow,,1.0,0002,March,0.5
22.0,woodenshirt,shirtwooden,,,num-adj,2018-03-20 13:07,F,,wooden,shirt,woodenshirt,0.0,THA0002,40.0,1,shirt,1.0,,0002,March,0.5
22.0,threebrokenbox,brokenthreebox,boxbrokenthree,boxthreebroken,num-adj,2018-03-20 13:07,F,broken,three,box,threebrokenbox,0.0,THA0002,41.0,2,box,,1.0,0002,March,0.5
22.0,fivepitcher,pitcherfive,,,num-adj,2018-03-20 13:07,F,,five,pitcher,fivepitcher,0.0,THA0002,42.0,1,pitcher,1.0,,0002,March,0.5
22.0,traywoodenone,woodenonetray,onewoodentray,trayonewooden,num-adj,2018-03-20 13:07,F,wooden,one,tray,onewoodentray,2.0,THA0002,43.0,2,tray,,1.0,0002,March,0.5
22.0,pineappleredfour,pineapplefourred,redfourpineapple,fourredpineapple,num-adj,2018-03-20 13:07,F,red,four,pineapple,fourredpineapple,3.0,THA0002,44.0,2,pineapple,,1.0,0002,March,0.5
22.0,greenpear,peargreen,,,num-adj,2018-03-20 13:07,F,,green,pear,greenpear,0.0,THA0002,45.0,1,pear,1.0,,0002,March,0.5
22.0,lampsix,sixlamp,,,num-adj,2018-03-20 13:07,F,,six,lamp,sixlamp,1.0,THA0002,46.0,1,lamp,1.0,,0002,March,0.5
22.0,twoduck,ducktwo,,,num-adj,2018-03-20 13:07,F,,two,duck,twoduck,0.0,THA0002,47.0,1,duck,1.0,,0002,March,0.5
22.0,shirttwostone,twostoneshirt,stonetwoshirt,shirtstonetwo,num-adj,2018-03-20 13:07,F,stone,two,shirt,twostoneshirt,1.0,THA0002,48.0,2,shirt,,1.0,0002,March,0.5
22.0,brokensevenhandbag,handbagbrokenseven,sevenbrokenhandbag,handbagsevenbroken,num-adj,2018-03-20 13:07,F,broken,seven,handbag,sevenbrokenhandbag,2.0,THA0002,49.0,2,handbag,,1.0,0002,March,0.5
22.0,ribbonbrokenthese,ribbonthesebroken,thesebrokenribbon,brokentheseribbon,dem-adj,2018-03-20 13:07,F,broken,these,ribbon,ribbonbrokenthese,0.0,THA0003,0.0,2,ribbon,,,0003,March,0.5
22.0,brokencouch,couchbroken,,,dem-adj,2018-03-20 13:07,F,,broken,couch,brokencouch,0.0,THA0003,1.0,1,couch,1.0,,0003,March,0.5
22.0,suitcasethoseorange,orangethosesuitcase,thoseorangesuitcase,suitcaseorangethose,dem-adj,2018-03-20 13:07,F,orange,those,suitcase,thoseorangesuitcase,2.0,THA0003,2.0,2,suitcase,,1.0,0003,March,0.5
22.0,hatround,roundhat,,,dem-adj,2018-03-20 13:07,F,,round,hat,roundhat,1.0,THA0003,3.0,1,hat,1.0,,0003,March,0.5
22.0,orangecherry,cherryorange,,,dem-adj,2018-03-20 13:07,F,,orange,cherry,orangecherry,0.0,THA0003,4.0,1,cherry,1.0,,0003,March,0.5
22.0,thesehandbag,handbagthese,,,dem-adj,2018-03-20 13:07,F,,these,handbag,thesehandbag,0.0,THA0003,5.0,1,handbag,1.0,,0003,March,0.5
22.0,cowpurple,purplecow,,,dem-adj,2018-03-20 13:07,F,,purple,cow,purplecow,1.0,THA0003,6.0,1,cow,1.0,,0003,March,0.5
22.0,keyredthese,keythesered,theseredkey,redthesekey,dem-adj,2018-03-20 13:07,F,red,these,key,theseredkey,2.0,THA0003,7.0,2,key,,1.0,0003,March,0.5
22.0,redthisshovel,shovelredthis,thisredshovel,shovelthisred,dem-adj,2018-03-20 13:07,F,red,this,shovel,thisredshovel,2.0,THA0003,8.0,2,shovel,,1.0,0003,March,0.5
22.0,orangethesesuitcase,suitcaseorangethese,suitcasetheseorange,theseorangesuitcase,dem-adj,2018-03-20 13:07,F,orange,these,suitcase,theseorangesuitcase,3.0,THA0003,9.0,2,suitcase,,1.0,0003,March,0.5
22.0,greenleaf,leafgreen,,,dem-adj,2018-03-20 13:07,F,,green,leaf,greenleaf,0.0,THA0003,10.0,1,leaf,1.0,,0003,March,0.5
22.0,greenthesechair,chairthesegreen,chairgreenthese,thesegreenchair,dem-adj,2018-03-20 13:07,F,green,these,chair,thesegreenchair,3.0,THA0003,11.0,2,chair,,1.0,0003,March,0.5
22.0,dartthisround,thisrounddart,dartroundthis,roundthisdart,dem-adj,2018-03-20 13:07,F,round,this,dart,thisrounddart,1.0,THA0003,12.0,2,dart,,1.0,0003,March,0.5
22.0,thosegreencouch,couchgreenthose,couchthosegreen,greenthosecouch,dem-adj,2018-03-20 13:07,F,green,those,couch,thosegreencouch,0.0,THA0003,13.0,2,couch,,1.0,0003,March,0.5
22.0,bowlpurplethese,thesepurplebowl,purplethesebowl,bowlthesepurple,dem-adj,2018-03-20 13:07,F,purple,these,bowl,thesepurplebowl,1.0,THA0003,14.0,2,bowl,,1.0,0003,March,0.5
22.0,dartthoseorange,dartorangethose,orangethosedart,thoseorangedart,dem-adj,2018-03-20 13:07,F,orange,those,dart,thoseorangedart,3.0,THA0003,15.0,2,dart,,1.0,0003,March,0.5
22.0,vasetheseplastic,vaseplasticthese,plasticthesevase,theseplasticvase,dem-adj,2018-03-20 13:07,F,plastic,these,vase,theseplasticvase,3.0,THA0003,16.0,2,vase,,1.0,0003,March,0.5
22.0,pitcherorangethose,orangethosepitcher,thoseorangepitcher,pitcherthoseorange,dem-adj,2018-03-20 13:07,F,orange,those,pitcher,thoseorangepitcher,2.0,THA0003,17.0,2,pitcher,,1.0,0003,March,0.5
22.0,scarfthat,thatscarf,,,dem-adj,2018-03-20 13:07,F,,that,scarf,thatscarf,1.0,THA0003,18.0,1,scarf,1.0,,0003,March,0.5
22.0,dartwoodenthese,thesewoodendart,woodenthesedart,dartthesewooden,dem-adj,2018-03-20 13:07,F,wooden,these,dart,thesewoodendart,1.0,THA0003,19.0,2,dart,,1.0,0003,March,0.5
22.0,orangethisshovel,shovelthisorange,shovelorangethis,thisorangeshovel,dem-adj,2018-03-20 13:07,F,orange,this,shovel,thisorangeshovel,3.0,THA0003,20.0,2,shovel,,1.0,0003,March,0.5
22.0,cowplasticthese,plasticthesecow,cowtheseplastic,theseplasticcow,dem-adj,2018-03-20 13:07,F,plastic,these,cow,theseplasticcow,3.0,THA0003,21.0,2,cow,,1.0,0003,March,0.5
22.0,thisbluebanana,bluethisbanana,bananabluethis,bananathisblue,dem-adj,2018-03-20 13:07,F,blue,this,banana,thisbluebanana,0.0,THA0003,22.0,2,banana,,1.0,0003,March,0.5
22.0,redshirt,shirtred,,,dem-adj,2018-03-20 13:07,F,,red,shirt,redshirt,0.0,THA0003,23.0,1,shirt,1.0,,0003,March,0.5
22.0,shoewooden,woodenshoe,,,dem-adj,2018-03-20 13:07,F,,wooden,shoe,woodenshoe,1.0,THA0003,24.0,1,shoe,1.0,,0003,March,0.5
22.0,thoseorangecherry,cherrythoseorange,orangethosecherry,cherryorangethose,dem-adj,2018-03-20 13:07,F,orange,those,cherry,thoseorangecherry,0.0,THA0003,25.0,2,cherry,,1.0,0003,March,0.5
22.0,cowstonethis,cowthisstone,stonethiscow,thisstonecow,dem-adj,2018-03-20 13:07,F,stone,this,cow,thisstonecow,3.0,THA0003,26.0,2,cow,,1.0,0003,March,0.5
22.0,pigthose,thosepig,,,dem-adj,2018-03-20 13:07,F,,those,pig,thosepig,1.0,THA0003,27.0,1,pig,1.0,,0003,March,0.5
22.0,thispitcher,pitcherthis,,,dem-adj,2018-03-20 13:07,F,,this,pitcher,thispitcher,0.0,THA0003,28.0,1,pitcher,1.0,,0003,March,0.5
22.0,vasethiswooden,woodenthisvase,vasewoodenthis,thiswoodenvase,dem-adj,2018-03-20 13:07,F,wooden,this,vase,thiswoodenvase,3.0,THA0003,29.0,2,vase,,1.0,0003,March,0.5
22.0,spatulaplasticthat,plasticthatspatula,spatulathatplastic,thatplasticspatula,dem-adj,2018-03-20 13:07,F,plastic,that,spatula,thatplasticspatula,3.0,THA0003,30.0,2,spatula,,1.0,0003,March,0.5
22.0,ribbonthoseround,thoseroundribbon,ribbonroundthose,roundthoseribbon,dem-adj,2018-03-20 13:07,F,round,those,ribbon,thoseroundribbon,1.0,THA0003,31.0,2,ribbon,,1.0,0003,March,0.5
22.0,lampthatbroken,thatbrokenlamp,brokenthatlamp,lampbrokenthat,dem-adj,2018-03-20 13:07,F,broken,that,lamp,thatbrokenlamp,1.0,THA0003,32.0,2,lamp,,1.0,0003,March,0.5
22.0,bluethesepig,pigbluethese,thesebluepig,pigtheseblue,dem-adj,2018-03-20 13:07,F,blue,these,pig,thesebluepig,2.0,THA0003,33.0,2,pig,,1.0,0003,March,0.5
22.0,stonethesepear,thesestonepear,pearthesestone,pearstonethese,dem-adj,2018-03-20 13:07,F,stone,these,pear,thesestonepear,1.0,THA0003,34.0,2,pear,,1.0,0003,March,0.5
22.0,duckthis,thisduck,,,dem-adj,2018-03-20 13:07,F,,this,duck,thisduck,1.0,THA0003,35.0,1,duck,1.0,,0003,March,0.5
22.0,keythisstone,stonethiskey,keystonethis,thisstonekey,dem-adj,2018-03-20 13:07,F,stone,this,key,thisstonekey,3.0,THA0003,36.0,2,key,,1.0,0003,March,0.5
22.0,plasticshovel,shovelplastic,,,dem-adj,2018-03-20 13:07,F,,plastic,shovel,plasticshovel,0.0,THA0003,37.0,1,shovel,1.0,,0003,March,0.5
22.0,thesescarf,scarfthese,,,dem-adj,2018-03-20 13:07,F,,these,scarf,thesescarf,0.0,THA0003,38.0,1,scarf,1.0,,0003,March,0.5
22.0,pearthose,thosepear,,,dem-adj,2018-03-20 13:07,F,,those,pear,thosepear,1.0,THA0003,39.0,1,pear,1.0,,0003,March,0.5
22.0,woodenthoseduck,thosewoodenduck,duckthosewooden,duckwoodenthose,dem-adj,2018-03-20 13:07,F,wooden,those,duck,thosewoodenduck,1.0,THA0003,40.0,2,duck,,1.0,0003,March,0.5
22.0,duckroundthose,thoseroundduck,roundthoseduck,duckthoseround,dem-adj,2018-03-20 13:07,F,round,those,duck,thoseroundduck,1.0,THA0003,41.0,2,duck,,1.0,0003,March,0.5
22.0,couchthat,thatcouch,,,dem-adj,2018-03-20 13:07,F,,that,couch,thatcouch,1.0,THA0003,42.0,1,couch,1.0,,0003,March,0.5
22.0,stonecherry,cherrystone,,,dem-adj,2018-03-20 13:07,F,,stone,cherry,stonecherry,0.0,THA0003,43.0,1,cherry,1.0,,0003,March,0.5
22.0,thesestonehandbag,stonethesehandbag,handbagthesestone,handbagstonethese,dem-adj,2018-03-20 13:07,F,stone,these,handbag,thesestonehandbag,0.0,THA0003,44.0,2,handbag,,1.0,0003,March,0.5
22.0,spatulablue,bluespatula,,,dem-adj,2018-03-20 13:07,F,,blue,spatula,bluespatula,1.0,THA0003,45.0,1,spatula,1.0,,0003,March,0.5
22.0,thosehat,hatthose,,,dem-adj,2018-03-20 13:07,F,,those,hat,thosehat,0.0,THA0003,46.0,1,hat,1.0,,0003,March,0.5
