sujet,Unnamed: 53,Unnamed: 58,accent_id_lg1,accent_id_lg2,accent_id_lg3,accent_id_lg4,accent_id_lg5,accent_lg1,accent_lg2,accent_lg3,accent_lg4,accent_lg5,acq_lg_1,acq_lg_2,acq_lg_3,acq_lg_4,acq_lg_5,age,age_acq_lg1,age_acq_lg2,age_acq_lg3,age_acq_lg4,age_acq_lg5,age_fluent_lg1,age_fluent_lg2,age_fluent_lg3,age_fluent_lg4,age_fluent_lg5,age_read_beg_lg1,age_read_beg_lg2,age_read_beg_lg3,age_read_beg_lg4,age_read_beg_lg5,age_read_fluent_lg1,age_read_fluent_lg2,age_read_fluent_lg3,age_read_fluent_lg4,age_read_fluent_lg5,cont_family_lg1,cont_family_lg2,cont_family_lg3,cont_family_lg4,cont_family_lg5,cont_friends_lg1,cont_friends_lg2,cont_friends_lg3,cont_friends_lg4,cont_friends_lg5,cont_radio_lg1,cont_radio_lg2,cont_radio_lg3,cont_radio_lg4,cont_radio_lg5,cont_reading_lg1,cont_reading_lg2,cont_reading_lg3,cont_reading_lg4,cont_reading_lg5,cont_selfinstruct_lg1,cont_selfinstruct_lg2,cont_selfinstruct_lg3,cont_selfinstruct_lg4,cont_selfinstruct_lg5,cont_tv_lg1,cont_tv_lg2,cont_tv_lg3,cont_tv_lg4,cont_tv_lg5,culture_1,culture_2,culture_3,culture_4,culture_5,dom_lg_1,dom_lg_2,dom_lg_3,dom_lg_4,dom_lg_5,education_level,education_years,expo_family_lg1,expo_family_lg2,expo_family_lg3,expo_family_lg4,expo_family_lg5,expo_friends_lg1,expo_friends_lg2,expo_friends_lg3,expo_friends_lg4,expo_friends_lg5,expo_music_lg1,expo_music_lg2,expo_music_lg3,expo_music_lg4,expo_music_lg5,expo_reading_lg1,expo_reading_lg2,expo_reading_lg3,expo_reading_lg4,expo_reading_lg5,expo_selfinstruct_lg1,expo_selfinstruct_lg2,expo_selfinstruct_lg3,expo_selfinstruct_lg4,expo_selfinstruct_lg5,expo_tv_lg1,expo_tv_lg2,expo_tv_lg3,expo_tv_lg4,expo_tv_lg5,gender,given,lg,prof_read_lg1,prof_read_lg2,prof_read_lg3,prof_read_lg4,prof_read_lg5,prof_speak_lg1,prof_speak_lg2,prof_speak_lg3,prof_speak_lg4,prof_speak_lg5,prof_understand_lg1,prof_understand_lg2,prof_understand_lg3,prof_understand_lg4,prof_understand_lg5,read_lg_1,read_lg_2,read_lg_3,read_lg_3.1,read_lg_4,read_lg_5,speak_lg_1,speak_lg_2,speak_lg_3,speak_lg_4,speak_lg_5,surname,time_country_lg1,time_country_lg2,time_country_lg3,time_country_lg4,time_country_lg5,time_family_lg1,time_family_lg2,time_family_lg3,time_family_lg4,time_family_lg5,time_prof_lg1,time_prof_lg2,time_prof_lg3,time_prof_lg4,time_prof_lg5,use_lg_1,use_lg_2,use_lg_3,use_lg_4,use_lg_5
ENG0001,,,0,10,,,,6,7,,,,ENG,FRA,DEU,,,35,0,6,click for scale,,,5,never,click for scale,,,6,10 - always,click for scale,,,10,never,click for scale,,,8,0,,,,3,0,,,,1,0,,,,5,5,,,,0,5,,,,1,1,,,,us,scottish,,,,ENG,FRA,DEU,,,6,21,10,0,,,,10,1,,,,9,1,,,,9,3,,,,0,1,,,,7,2,,,,f,Jennifer,ENG,10,5,,,,10,3,,,,10,5,,,,100,0,0,,,,70,20,10,,,Culbertson,35,1,click for scale,,,35,0,click for scale,,,30,0,click for scale,,,90,10,0,,
