sujet,acq_lg_1,acq_lg_2,acq_lg_3,acq_lg_4,acq_lg_5,age,culture_1,culture_2,culture_3,culture_4,culture_5,dom_lg_1,dom_lg_2,dom_lg_3,dom_lg_4,dom_lg_5,gender,given,lg,read_lg_1,read_lg_2,read_lg_3,read_lg_3.1,read_lg_4,read_lg_5,speak_lg_1,speak_lg_2,speak_lg_3,speak_lg_4,speak_lg_5,surname,use_lg_1,use_lg_2,use_lg_3,use_lg_4,use_lg_5
ENG0001,,,,,,,,,,,,ENG,,,,,m,,ENG,,,,,,,,,,,,,,,,,
